Total	Review
5	['맛있어요 맵기도 괜찮았어요']
5	['양도많고 맛도좋아요 근데 핵매운맛으로 잘못시켜 먹다 죽을뻔햇네요 ']
5	['오랜만에 먹었는데 역시 맛있어요']
5	['우동사리 꼭 추가하세요 존맛']
5	['전에 시켰을때보다 빨리온 느낌이라 기분이 좋습니다 가끔 여기 중화우동사리가 먹고싶어서 시켜먹습니다 맛있어요']
5	['맛있게매콤해서스트레스가싹풀려요']
5	['배부르게잘먹었습니다맛나요']
5	['감사합니다맛있게 잘 먹었습니다 직원분도 너무 친절하시고 다음에도 주문해서 먹을게요 정말 맛있네요']
5	['양도 많고 맛있어요 우동사리 꼭 추가하세요 그리고 꼭 밥이랑 드세요 다음엔 매콤한걸로 시켜봐야겠어요 너무 잘먹었습니다 번창하세요']
5	['진짜 맛있어요 그리고 우동 사리는 무조건 해야될거 같네요 맛나요 ']
5	['맛있어요 이 동네 오래살았는데 이런 맛집이 있는줄 몰랐네요 우동면도 대박대박 자주 주문할게요']
5	['맛있어요 매콤하서 좋아요']
5	['오중간맛도 맵네요 숯불향도나고 닭도부드러워서 맛있게 남김없이싹싹다먹었습니다 서비스로주신우동사리도 쵝오 담에 또시켜먹을께요잘먹었습니다']
5	['진짜 너무 맛있어요  우동사리 덕분에 맛이 배가 됐어요']
5	['일연속으로 먹엇더니 살이']
5	['소금구이가 좀 퍽퍽하긴한데 맛은 괜찮아요양념구이는 여전히 맛나네요']
5	['숯불바베큐 생각날땐 동근이네가 당근이쥬 맛있게 먹었습니다']
5	['숯불은 동근이가 진리 항상맛있게 해주셔서 감사합니다']
5	['진짜 최고에요 숯불향도 나고 너무 맛있어요']
4	['우돌사리도 맛있고 다음엔 좀 더 맵개 먹어도 될거같아요']
5	['처음 시켜봤는데 맛있네요 좀더 맵게 시켰어도 됐을껄 그랬어요']
5	['바베큐 치킨이 너무 먹고 싶어서 어디서 시킬지 고민하다가 후기 좋아서 시켰는데 진짜 너무 맛있어요 엉엉 떡튀김도 맛있구 기대이상이네요 넘 잘 먹었습니다']
4	['숯불이라 그런지 진짜 넘넘 맛있어요 치킨도 엄청 부드럽습니당']
4	['맛있는데 후라이드는 너무 튀겨져서 조금 식으니까 튀김옷이 너무 딱딱해져서 먹기가 좀 힘들었어요']
5	['배달 빠르고 양 많고 맛도 좋고 특히 양념에는 우동사리 꼭 시켜드세요 한번 아니 두번 강추드림']
5	['지렸습니다부산 병무청앞에서 먹은급이였습니다']
4	['바베큐는 잔뼈들이 많지만 맛은있고 구운치킨은 맥주 안주로 딱입니다']
5	['맛있다고 소문났길래 한번 시켜봤는데 와 배달 진짜 빨리와서 차로 놀랬고 맛있어서 차로 놀랬어요 시켜먹을곳 리스트늘어서 좋네요']
5	['항상 맛있게 잘 먹고 있습니다']
5	['오랜만에 먹으니 더 맛있네요 우동 사리 없으면 동근이가 완성될 수 없는 것 같아요  잘 먹었습니다']
5	['역시 맛있습니다 우동사리가 진짜 일등공신입니다']
5	['양념구이도 맛있고 후라이드도 너무 맛있어용 맛있게 잘 먹었습니다']
5	['지금 먹고 있는데 맛있어요 별로 안매운줄 알았는데 먹다보니 올라오네요 딱 맛있게 매워요 또 시키러올게요']
5	['큰 기대 안했는데 진짜 너무너무 맛있었어요 우동사리랑 같이 먹으니 완벽 그 자체였어요 양도 생각보다는 많았고 배달도 빨라서 좋았어요']
5	['우동사리 감사합니다 한참을 먹고 닭먹다가 또 숨어있던 사리를 먹고 다먹으니 배부르네요 또 생각나면 주문할께요']
5	['배달도 준나빠르거요 남맛나 눈물이다나네요']
5	['맛나게 먹느라 먹는 도중 사진 찍었네요 오늘도 맛나게 잘 먹었어요 전 개인적으로 중간맛이 더 맛나는데 매운거 못먹는 신랑땜에 이번엔 약간 순한 맛으로 주문했눈데 둘이 정신없이 먹었네요']
5	['리뷰가 늦어 죄송해요 순한중간맛 주문했는데 매콤한 맛은 안나고 단맛이 좀 강해요  매운거 좋아하시면 윗단계 주문하셔야 될거 같아요 맛있게 잘 먹었습니다 ']
5	['숯불향과 함께 맛좋은 소스향 굿이네요 우동사리는 따로시키는거였네요 ']
5	['맛있어용 특히 우동사리는 최고입니당 다음엔 더매운맛을 시켜야겠어욥']
5	['역시 맛도 안변하고 언제 먹어도 여전히 맛있어요 배달하시는분도 항상 친절하셔서 오실때마다 저도 덩달아 기분 좋아져요']
5	['오랜만에 먹었는데 여전히 맛있네요 맥주 한잔하면서 맛있게 잘 먹었어요']
5	['워낙 숯불 치킨을 좋아라 해서 리뷰 보고 첨 시켰는데 지보다 훨씬 맛나요 떡사리 쫄깃하고 우동사리 맛있어요 임신중인데 앞으로 종종 주문 할거 같아용']
5	['이날 두번시켰습니닼 부모님이 한입 드시더니 더 시키라셔서 잘묵었슴다']
5	['이날 두번시켰습니닼 부모님이 한입 드시더니 더 시키라셔서 잘묵었슴다']
5	['완전맛있어요 양념소금 둘다 굿굿']
5	['앙이 생각보다 많아서 놀랐네요 우동사리서비스 꿀맛']
5	['지난번 먹어보구 넘 맛있어서 또 시켜먹었네요 정말 맛있습니다']
5	['옛날 운동회때 먹었던 후라이드치킨맛이에요 소금찍어먹으면 더 존맛']
5	['언제나 맛있습니다 사진을 나눠덜다가 생각나서 찍었는데 양도 많아서 국대접에 덜어놓고도 이만큼 남네요']
5	['너무 좋아여 고기도 냄새없이 간도 잘배고 설명에 맞는 맵기였어여 매울때 마다 치즈스틱 한입 먹고 무한입먹고 너무 좋았어요 배달분도 친절하셔서 놀랬어요 이렇게 친절한분은 처음이였어요']
5	['아주 맛나게 잘먹었어요']
5	['그전보다 배달도 빨리됐고 맛도 여전히 굿']
5	['너무 맛있게 잘먹었습니다']
5	['배달빠르고 배달원친절하고 양도많고 맛도있고 그냥 전체적으로 만족스러웠습니다']
5	['너무 너무 맛있게 잘먹었습니당']
5	['주기적으로 떠오르는 맛이에요 어제도 잘 먹었습니다']
5	['맛있어요 소금구이는 그냥 같이 시켜본건데 진짜 맛있게 먹었네요 ']
5	['너무 맛잇게 잘먹었습니다']
4	['맛은 좋은데 닭이 뻑뻑해서 아쉬웠어요']
5	['맛있게 잘 먹었습니다 배고파서 사진 찍는건 잊었네요 양념맛이 정말 맛있네요 ']
5	['배달 오래걸리는거 빼고 바베큐치킨소금구이 다 맛있어요']
5	['숯불 치킨 먹고 싶은 날에는 동근이만 찾게 되는 것 같아요 오늘따라 담백한 게 땡겨서 소금구이로 시켰는데 너무 맛있었어요 깜빡하고 리뷰이벤트 참여못해서 전화드렸는데 같이 보내주신다고 해주시고 사장님 너무 친절하세요 앞으로도 자주 시켜먹도록 하겠습니당']
5	['저번에너무맛있게먹어서또시켰어요이번엔소금구이반반으로시켰는데요것도담백짭조름하니넘맛있네요우동사리도감사하구요맛있게잘먹었어요']
3	['리뷰가 좋아서 기대도 됐는덕 첫 입 먹는데 비린내가 엄마도 자기만 나는줄알았다며얘기하시는데 몇조각 정도가 아니라 전체적으로 다 그러네요 냄새부터 살짝 덜 익은것 같아요']
5	['달달하고 고숩고 맛있어요  양도 많아서 배불리 먹을수있어서 더 좋네요']
5	['비오는데 오시느라 힘드셨죠 전 덕분에 맛나게 먹었지만 사장님 비에 쫄딱 젖은거보구 마음이 힝 너무 맛있어서 그래요비오는날 특히 불향나는둥근이 먹고싶잖아요 덕분에 진짜 잘먹었어용 계속 이대로 쭈 번창하시길 바랍니다']
5	['맛있습니다 양도 좋았어요']
5	['비가오는 늦은 밤까지 고생많으셨습니다 덕분에 맛있게 잘먹었습니다 배달원분도 매너좋으시고 오시느라 고생많으셨습니다 치즈스틱도 잘먹었습니다 양념 맛있네요 자주 주문할께요']
5	['언제나 맛나요 양도많고요 맛도 짱이에요 늘시켜먹지만 정말 맛있어요 우동사리 잘먹었어요 비 오시는데 배달오시느라 고생 많으셧어요']
5	['요청사항도 잘해주시고 너무 너무 맛있게 잘먹었습니다']
5	['동근이 짱짱 존맛 소금구이가 미친아이임']
4	['맛있었는데 떡이 너무 물렁거려서 수제비 반죽 같았어요 ']
5	['개존맛 소스에 밥까지 비벼서 싹싹 긁어먹었어요 맛있습니다']
5	['여기에 우동사리까지 딱 추가해서 먹으면 언제먹어도 개꿀맛입니다']
5	['너무 맛있게 잘먹었습니다']
5	['배달이 좀 걸렸는데 맛있게 먹었습니다']
5	['다른체인점에서먹어도 참 맛나네용 잘먹었습니다']
5	['치킨도 맛있고 우동사리 넣으니 볶음우동같아서 정말 신선했습니다 맛있게 잘먹었습니다']
5	['다시 먹어봐도 맛있어요']
4	['맛있는데 맵찔이분들은 순한맛드세오 맛있지만맛있지만너무매웟슴다 매운거 잘 드시는분들은 아주 맛나게 드실것같아여 숯불향 가득가득 저는 떡이 짱짱 맛있더라구여      ']
5	['오늘도 잘 먹었습니다 기존에 있던 맛들에서 조금 더 세부적으로 나누어졌던데 우동 사리 넣어서 먹기엔 중간맛이 딱 적당히 좋은 것 같아요  매번 배달 요청 사항도 잘 지켜 주셔 감사해요 드시는 분들 치킨무도 좋지만 집에 쌈무 있다면 같이 드셔 보세요 궁합이 장난 아니에요  다 먹고 나서 남은 양념에 밥은 필수']
5	['맛있어요 언제나 먹어도 질리지않고 맛이 변함이 없어서 좋아요 배달도 일찍와주시구 친절하세요 담에 또시켜먹을게요더우신데 힘내세요']
5	['배달시간이 좀 오래걸리긴했는데 양념 맛도 괜찮고 우동사리도 많이 넣어주시고 맛있었네요']
5	['언제 먹어도 맛있어요 우동 사리 넣어 먹으면 더 푸짐해져서 최고 남은 양은 냉장고에 보관했다가 다음날 데워서 밥이랑 같이 먹으면 최고예요 ']
5	['너무 너무 잘먹었습니다']
5	['와 먹어본친킨중에 젤맵고 맛있고 간장도 너무 맛났습니다 소스도 듬뿍이여서 너무좋았고 양이좀 아쉽긴 했지만 담에도 무조건 시킬 의향이프로 일만큼 너무 맛있었습니다 감사합니다']
5	['역시 믿고먹는 동근이 입니다 양도 많고 양념도 맛있고 너무좋아욧 리뷰로 준 우동사리도 맛있어요 우동사리가 진리 다음에 또시켜먹을게요 더더 번창하세요']
5	['정말 맛나네요핫치킨 쵝오']
1	['솔직히 숫불은 괜잖은데 후라이드는 꽝입니다 말라비틀어진 후라이드치킨 이빨나가겠어요']
5	['항상 맛있습니다 배달도 엄청빨리왔구요']
5	['넘늦게 적었네요 죄송합니다 진짜 너무 맛있게 먹었어요 우동면 진짜 맛있어요']
5	['양념이진자 기가막혀요 소스가 진자 라면사리 넣어서먹고싶어요 닭도실하고 너무맛있어요']
5	['역시 동근이는 존맛 우동사리는 여전히 필수요']
5	['양 많고 진짜 맛있어요']
5	['이전에다른지점에서먹고 보이길래시켰네용 진짜맛있어용 양도많구담에또먹을게용 번창하세요']
5	['우동사리가 맛있어요 치킨은 다소딱딱']
5	['양념도 많이주시고 너무 잘먹었습니다']
5	['맛잇어옹 신랑이 매운거 머꼬 싶다고 해서 시켯는데 양념 맵고 자극적이라고 아주 맛나게 먹네요 헌데 좀 아쉬운건닭도 좀 작고 냉동인거같아써오']
5	['우선 이 양념바베큐 소스가 기가맥힙니다 우동사린진자 꼭 넣으세요 사리랑 같이 먹음 진자 맛있어요 양념소스만사서 라면에 비벼먹고싶어요 거기다 구운치킨 튀긴치킨 하나씩도 먹을수 있고 너무좋아요 간장치킨도 달달하니 맛있어요 무튼 항상너무 잘먹고있습니다 번창하세요']
5	['늘 그랬듯 맛있었고 이벤트 감사합니다']
5	['말이 필요없습니다  저와 애들도 태어나서 먹어본 숯불치킨 중에 최고 입니다 사진이 없어서 아쉽지만 정말 최고최고배달 친절굿']
5	['이번엔 소스가 조금 없이 와서 밥은 못 볶아먹었어요  그래도 맛있게 잘먹었습니다']
5	['역시 바베큐는 동근이 입니다 넘넘 맛있어요 숯불에 구우는거라 배달이 약간 늦긴하지만 기다린만큼 맛있습니다']
5	['매운맛도전햇다가 담날 폭풍 맛잇엇습니다']
5	['맛있게 잘먹었습니다 근데 항상 양념 좀 많이 부탁드려도 많이 안오네요']
5	['양도 많고 너무 맛있어요 숯불바베큐 좋아하는데 요즘 다른곳은 숯불향 잘 안나더라구요 근데 여기는 숯불향도 좋고 맛도 좋아요']
5	['와 우동사리 대박 이건 꼭 추가해야합니다 전체적으로 간이 좀 짠편이에요 후라이드도 염지가 센건지 파우더가 쎈건지 짜지만 저는 치밥족이라 좋았어요 양 정말 많아요 남편이랑 둘이서 먹고 절반 넘게 남았네요 그걸로 다음날 밥볶아 먹고 근데 비오늩날인데 겉 포장도없이 비 맞고 온 치킨보니 좀 안좋았어요 ']
5	['우동맛집이네요 중간맛 뭔가 마니맵진않은데먹다보면 매워요']
5	['오랜만에 시켰는데 여전히 맛있너요']
5	['이번에는 순살로 시켜봤는데 순살이 먹도 편하고 좋네요']
5	['가성비갑입니다 또시켜먹겠습니다']
5	['겁나 맛있게 잘 먹었습니다 양념은 매운맛단계 했는데 진짜 맵고 좋았어여 매운거 좋아하시는 분들 강추 그리고 거기에 우동사이 추가해서 먹으면 레알 ']
5	['양념구이에는 우동사리가 필수입니닷 맛있어요 ']
5	['맛나네요 근데 매운맛은 진짜 매운거매니아만 시키세요 진짜 매워서 혀 뽑아버릴고싶네요']
5	['맛  두말할것없음 숯불순살에 중화우동사리추가 콜라사이즈업해서 드세요 중화우동 리뷰로 한번더받아서 두번받아드세요 양  위가 작지도 않지만 크지도 않은편이라 리뷰이벤까지 중화우동 두번추가하면 약 번에 걸쳐 나눠먹음 배달  가까운지는 잘 모르겠는데 분 이내로 옴']
5	['배달빠르고 존맛탱 양도많아요']
5	['숯불치킨은 앞으로 여기서만']
4	['맛있습니다 양념도 좋고 음식도 깔끔하고 다만 갠적으로 닭껍질있는게 좋은데 맨고기만 있어 아쉽습니다']
5	['배달예상시간이 되기전에는 리뷰를못쓰네요 이전리뷰는 삭제만 뜨고 수정이안떠서 그냥두고 사진두개를 여기올립니다 꾸준하고 일관적이게 맛있습니다 저번에 얇은우동이온적있었는데 굵은우동이 더맛있습니다 오래오래 굵은우동으로 팔아주세요 가끔 중화우동을 리뷰이벤트말고도 한번더 추가해서 남겼다가 다음날 데워먹을정도로 좋아합니다 가끔 가족이 먹어버려서 못먹을때도 있습니다 치킨먹고싶으면 여기서 숯불구이양념치킨 순살로 중화우동추가에 콜라업그레이드해서 시켜먹을 생각을 하면서 오후시반이 될때까지 기다립니다 많이파셔서 아침부터 여는 체인점 만들어주세요']
5	['제가 저번에 사진리뷰 쓴다고 했는데 음식사진을 까먹고 못찍은채로 다먹어버리고 새로 주문하려니 이제서야 리뷰쓰기로 한것이 기억나서 적습니다 제가 리뷰를 처음써보는데 이게 수정이 되면 오늘도 주문할건데 사진 두개찍어 여기도 올리겠습니다 언제나 믿고 맛있게 시켜먹습니다 중화우동사리추가가 진리입니다 정말정말 맛있고 항상 동생과 잘 시켜먹습니다 그럼 부모님이 오셔서 슬쩍 드십니다 가족다같이 맛있게먹고 순한맛주문하면 저같이 매운거 잘 못먹는사람도 맛있게 먹습니다 언제나 많이파시고 번성하셔서 아침에도여는 체인점이 나왔으면 좋겠습니']
5	['동근이치킨을 알고 난 이후로 바베큐치킨은 동근이치킨만 시켜먹습니다 맛있어요']
2	['그동안 먹은 치킨중에 정말  할말이 없는것같네요 돈이 아까워요']
5	['어우 진자 소스미쳤어요 너무맛깔나요 면사리도진자 찰떡이에요 잘먹었습니다']
5	['항상 순살로먹었었는데 주문을 잘못해서 뼈로먹었는데 맛있어요 맵기도 중간보다 살짝 더맵게해달라했는데 너무 맛있어요']
5	['맛도 배달도 다좋아요 건의사항  양배추 샐러드도 같이 파셧음 좋겟어요']
5	['양 많고 특히 떡과 우동사리가 맛있어요 닭은 양념은 맛있는데 닭냄새가 약간나네요']
5	['굿 두번째 주문인데 정말 맛나네요']
5	['리뷰가 늦었습니다 너무 맛있게 잘먹었습니다 양도 많고 엄청 배불럿어요']
5	['바베큐 넘 맛있어요 중간맛이 적당히 매콤하니 딱 좋네요 서비스 감자튀김도 맛있게 냠냠 바베큐치킨은 동근이네로 정착입니다']
4	['첨엔 단맛이 많이 나고 매운맛이 별로 없다고 생각했는데 먹다보니 맵고 맛있네요 매운거 잘먹어서 담엔 더맵게 주문해야겠어요']
5	['역시 맛있어요 말이 필요없음']
5	['너무 맛있게 잘먹었어요']
5	['사진은못찍엇지만 뼈나 순살이나 정말 맛나네요 배달도 빠르고 친절하심 번창하세요']
5	['배달도빠르고 맛도좋구 순살로시킨다는게 뼈로 시켯는데 그래도 맛은 인정 사진은 순삭으로인해  번창하십쇼']
5	['너무너무 맛있어요 소금이 훨 맛있는데 소금만 시키면 살짝 아쉬워서 소금 양념로 시켜요 소금 양념 가 있으면 좋겠네요']
5	['친구추천으로 먹어봣는데 정말 맛나네요 오늘또시키게 되는 마성의 맛입니다']
5	['맛은 있습니당 보통 숯불 바베큐는 고추장양념 맛이 많이 났다면 동근이 숯불치킨은 매운간장맛이 강합니다 그게 조금 아쉬웠지만 그래도 매콤하니 다른매력으로 잘먹엇습니당']
5	['배달빠르고 맛도있네요배부르게잘먹었네요']
5	['항상 맛있게 잘먹고있습니다']
5	['늘 맛있어요 생일기념으로 시켰어용']
5	['너무 맛있게 잘먹었습니다']
4	['우동사리가 정말이나 맛있었습니다']
5	['양도 많고 맛도 괜찮았어요 고기도 퍽퍽하지않고 부드럽게 잘 익혀서 좋았어요']
5	['치킨도 빨리오고양도많고 좋아요 다만 중간맛이 조금더 매콤했음 좋겠습니다 매운맛이랑 차이가 너무 커요 ']
5	['너무맛있습니다  동근이치킨이숯불치킨중에최고입니다']
5	['먹다가 찍엇네요  맛있어용 ']
5	['너무 맛있어요 근데 치즈스틱 시켰는데 고구마치즈스틱왔어요']
5	['최고입니다 맛 양 정성 모두 만족해요']
5	['후라이드는 처음 시켜봤는데 짭짤하고 맛있어요 양념은 매운맛 도전 했는데 중간맛 보다 꽤 매워요 중간맛에 정착해야겠어요']
5	['배달이 쪼금 걸린거말고는 여전히 존맛 다만 평소보단 쪼금 매웠네요']
5	['숯불향도 많이나고 매콤하니 넘 맛나용 굿']
5	['으하짱맛이예용 후라이드돚얇게튀겨서맛있어용 여기로정착하렵니당']
5	['지난 번에는 양이 적은 것 같다고 했었는데 그게 아닌 것 같아요 너무 맛있어서 허버버 먹어서 적게 느껴졌나봅니다 또 생각나서 주문했는데 이번에도 배송 빨랐습니다 떡튀김이랑 같이 먹어도 맛있네요 맛있게 잘 먹었습니다']
2	['사장님이 꼭 읽어보셨음 합니다 처음 양념은 맛있었습니다 근데 닭을 먹으니 육즙도 없이 너무 퍽퍽했습니다 닭다리도 퍽퍽 잡내도 나고 잔뼈도 있었습니다 삶았다가 양념만 뭍혀서 먹는 느낌이였습니다 닭만 바뀌면 맛있을 것 같네요']
5	['양많아요 둘이먹어도 남을만큼  매운거는 더맵게 해달라그 했는데 지난번보다 덜 매웠어요 조금 아쉽지만 제가 매운거 남들보다 잘먹어서 그런가봐요  별기대안했던 후라이드도 맛있었어요']
5	['리뷰이벤트 우동사리 감사합니다 흠잡을데없이 맛있었고 초창기에 잔뼈가 많아서 거슬린다는 리뷰를 남겼었는데 개선되어서 너무 만족스럽습니다 억지로나마 단점을 하나만 꼽자면 먹고나면 콜라가 많이 필요하다는점 정도네요 이동네 사는동안 치킨땡길때 자주 이용할께요']
5	['여전히 존맛 이번에도 역시나 사진을 찍기도전에 다먹었네요']
5	['살쪄서 간간히시켜먹는데 너무맛있어요']
4	['치밥은 이제 여기입니다 왜 맛있다고 하는지 알겠어요 진짜 양념이 특히 우동사리는 쫄면 같이 쫄깃한데 꼭 넣으세요 존맛 글고 저는 후라이드파라서 원래 다른 브랜드 치킨집에서 반반으로 매운 거랑 같이 시켰는데 여기 후라이드도 옛날통닭 느낌 나고 맛있네요 후라이드 니즈도 충족 쌉파써블']
5	['매번너무 맛있게 잘먹고 있습니다']
5	['배달이 늦었지만 너무 맛있기때문에 괜찮아요']
5	['맛있게 매워서 잘먹었네요매운거 좋아하시는 분들께 추천 앞으로는 치킨은 여기서 시켜먹어야 겠네요']
5	['숯불치킨 중에서 제일 맛있어요 다음에는 두마리를 시켜볼랍니다']
5	['배고파서 사진찍기도 전에 먹어버렸네요 여전히 존맛 양념구이 드실분들은 우동사리 필숩니다']
5	['추천받고 바로 시켜봤는데 가족들한테 칭찬받았어요 다들 양념을 많이 추천하던데 소금구이도 존맛이예요 중간맛도 꽤매우니 매운거 못드시는분들은 순한맛 시키세요 자주시켜먹을게요']
5	['정말 맛있었어요 다음에 또 주문 하고싶어요']
5	['배달 빨라요 감사합니다 그런데 생각보다 양이 적은 편입니다 성인 세명이서 전부 다 먹었습니다 보통 저희가 치킨을 시키면  정도 남기거든요 우동사리에 양념이 제대로 배어서 맘에 듭니다 양념이 겉돌지는 않을까 염려했거든요 제가 매운 음식을 잘 못 먹는 편이지만 적당히 매운 맛을 좋아해서 중간맛으로 주문을 했는데 신라면보다 더 매워요 다음에는 순한맛으로 먹을까 해요 같이 먹은 지인은 좀 달아서 그런지 금방 물린다고 하네요 전 괜찮았습니다 다음에도 맛있게 잘 부탁드립니다']
4	['처음시켜 먹었는데요 저흰 매운맛으로 선택 우동사리 추가했는데요 떡사리도 서비스로 많이 넣어주시고 맛나게 잘 먹었습니다']
5	['전산 오류 때문에 배달 문제가 있었자만 사장님이 너무 친절하게 대응 해주셨습니다 서비스에 비례한 맛이랄까 맛도 너무 맛있습니다 꼭 여러번 시켜드세요 드실때 사리추가 필수요 ']
5	['아 동근이네 짱맛입니당']
5	['가격  맛  양  서비스  배달  ']
4	['잘 먹었습니다 배달 빨라요']
5	['까먹다가 늦게쓰네요항상최고']
5	['처음 시켰는데 정말 맛있어요 넘넘 쵝오입니다 종종 시켜서 먹어야겠어요 ']
5	['사진 찍어둔걸 지웠어어 우동사리 넣서 먹으니 진짜  넘넘 맛있어요 매운맛 강추 뒷맛이 달달해서 냠냠']
5	['처음 배달주문 해서 먹어봤는데 맛있어요 아빠엄마동생 매운거 잘 못먹는데 맛있게 맵다고 좋아하더라구요  배달도 빨리 도착하고 친절하셔서 감사했어용 사장님 번창하시길 바라며 주변 지인들한테 추천해서 돈쭐 내드릴게요']
5	['정말 맛있어요 우동볶음은 신의 한수예요 꼭 볶아드세요 무를 안먹어 맨날 버리는데 요청 잘 들어주셨어요 콜 주셔도 감동인데감사합니다']
5	['리뷰로 우동사리 받았는데와우 엄청남 떡도 맛있고 치킨은 아무래도 구운 치킨이라 약간 찜닭같은 느낌도 있어요 잘 먹었습니다']
4	['맛있어요 생각했던맛은 아니지만 맛있고 특이해요 그래도 뭔가 맛이 아쉽네요 숯불바베뀨가 먹고싶어서 그랬나싶어요 점만점에 입니다']
5	['너무 맛있어요 우동사리가 신의 한수네요']
5	['맛있어요 숯불양념한마리에 우동사리추가해서 먹으니 너무 맛있어요 식구들이 숯불바베큐집에서 파는 양배추샐러드를 좋아해서 다른 숯불바베큐집에서만 시켜먹었다가 후기가 너무좋아서 후기보고 시켜먹어봤어요 바베큐는 동근이가 입맛에 맞는거같은데 샐러드가없어서 아쉽네요 양배추샐러드 사이드메뉴로나오면 완벽정착할거같아요 맛있게 잘먹었습니다']
5	['맛있게 잘먹었어요 근데 소금구이는 양념보다 양이 적네요']
5	[' 첫주문인데 진짜 맛있습니다 최근 이렇게 맛있게 먹은게 언제였나 싶을정도로 맛있었습니다']
5	['순살  중간맛  우동사리 조합 미쳤습니다 치킨 다 먹기 전에 좀 남겨서 밥 한 공기 비벼 먹고 천당 지키시는 문지기 분이랑 하이파이브 하고 왔네요 맛 변하지 않고 번창하는 매장 되었으면 좋겠습니다 좋은 하루 보내세요']
5	['너무 맛있게 잘먹었어요 다음에도 시켜먹을고같아요']
5	['벌써 두번째 시켜 먹네요 매운게 당길때마다 생각나는 맛이예요 번창하세요']
5	['넘넘 맛있네요 소금구이 완전 맛나요']
5	['세번째 주문이예여 주문할때마다 맛나여 신랑은 양념 저는 소금구이 어쩜 그리맛나는지 조만간 재주문각이네여']
5	['리뷰가늦었네요 자주시켜먹다보니 살쪄서큰일']
5	['이번에는 중간맛으로 주문했는데 달달한 맛이었어요 맛있게 잘 먹었습니다']
5	['우동사리 많이 달라고 요청드렸는데 엄청많이주시고 지코바보다 훨씬 맛있어요 스트레스 풀리는 맛입니다  감사합니다 잘먹었습니다']
5	['후라이드는 너무 딱딱해요 몇번튀긴느낌 바베큐 우동사리가 진리네요']
5	['맛있어요 괜찮네요 양도 생각보다 많고 잘 먹었습니다']
5	['진짜맛있네요 다먹었습니다 매운맛으로시켜서 땀뻘뻘흘리면서 먹었네요 너무맛있게먹었습니다']
5	['간장베이스의 걸쭉한 양념이 아주 훌륭했습니다 숱하게 나오는 뼈조각들은 거슬렸습니다']
5	['전에는 뼛조각이 많아서 좀 불편했는데 이번엔 다행히 뼛조각이 없어서 맛있게 잘 먹었어요 중간맛으로 주문했는데 전에 먹었던 맛보다 덜 맵게 느껴지긴 했지만 밥이랑 함께 먹기에도 좋고 안주로도 넘 좋았어요']
5	['배달 오십분걸린다했는데 삼십오분정도 걸렸어요 우동사리 존맛 꼭 추가해드세요 우동이 안퍼지고 쫄깃해서 진짜맛있구 떡사리도많이들어서 너무맛있어요 자주먹게될거같아요']
5	['두번째 주문이예여 넘 맛있어서 조만간또먹을것같아여 우동사리 넣어서먹으니 개존맛']
5	['진짜대박맛있음 후기잘안쓰는데 넘나맛있어서씀 오늘시켜먹을라고 들어왔는데 휴무인지안되네여 전화연결도안되고왜죠왜 휴무신건가여먹고싶어여 신랑은 튀긴치킨좋아해서 숯불 안먹는데 이건맛나다고 시키라고 그래서 신났는데치금우울해요']
5	['맛도 괜찮고 가성비도 좋고']
5	['저번에 리뷰를쓰려고보니 기한이 지나 못썼어요 오늘은바로 쓰러왔네요 너무맛나요 지코바보다 맛나네요 우동사리최고 매운거좋아하는데 한신닭발매운정도가 중간맛이에요  이제숯불종류는 무조건 동근이할게요']
5	['원래 숯불은 잘 안먹다가 처음보는곳이여서 시켜봤는데 맛은 매콤하게 맛있었고 양도 많아서 둘이 먹는데 많이 남겼네요 그런데 배달이 거의 한시간 걸렸어요']
5	['중간맵기로 시켰었는데 생각보다 약간 매웠지만 매운대로 맛있어서 잘먹었습니다']
5	['시켜먹은지좀된거라 사진은없지만 기존에잘시켜먹던 지코바랑느낌이비슷함 간장매운맛이좀더나는느낌 반신반의하면서 시킨거였는데 치킨집하나새로뚫어서기분죠음']
5	['시킬때마다 만족스럽습니다']
5	['예상보다 배달 빠르고 양념 넘 맛있어요 우동사리 꼭 넣어 드세요 맛있게 잘 먹었어요']
5	['매운맛이 생각한 것보다 더 매워서 다음에는 덜 매운 걸로 주문해야겠어요 서비스 우동도 넉넉하게 주시고 감사합니다 맛있게 잘 먹었습니다']
5	['맛있게 잘먹었어요맵기조절말고두 양념간을좀더쌔게 요청할수있나요']
5	['배민으로만먹다 이번에는 요기요로주문했눈데 여전히 맛있어요']
5	['맛있어요 앞으로도 배달시켜먹을께요']
5	['잔뼈조각이 쫌 있어요맛있어요 특히우동사리']
5	['배달도 완전 빨랐구요 이벤트 참여해서 주신 감자도 맛있었어요 감사합니다']
5	['너무 맛잇어요 잘먹엇습니다']
5	['둥근이 넌 나에게 언제나 깊은인상을 주지 항상 맛나']
5	['양도 진짜 많고 맛도 만족했어요 또 시켜 먹을께요']
5	['순살 바베큐순한맛 냄새에취해 정신차려보니 다먹음']
5	['와 매운맛 시켰는데 무지하게 맵네요 중간맛 시킬걸 잘못했나봐요 술에 취하는게 아니라 매운맛에 취합니다 맛은 있네요']
5	['여전히 맛나게 먹었습니다 이번엔 다행이도 뼈가 없었네요 다만 우동사리가 전에 먹었던것보다 조금 매워서 고생했네요']
5	['아주 맛있습니다 최고에요']
