,Category,Location,Restaurant,UserID,Menu,Review,Total,Taste,Quantity,Delivery,Date
224,치킨,강남구 역삼동,BBQ-서초점,ye**님,"황금올리브치킨/1(추가메뉴(양념소스추가)),양념소스 추가/1",배달도 빠르고 잘 먹었씁니당 🤤,5,5,5,5,2020년 7월 6일
225,치킨,강남구 역삼동,BBQ-서초점,di**님,황금올리브치킨/1,맛있게 잘 먹었습니다!!!,5,5,4,4,2020년 7월 5일
226,치킨,강남구 역삼동,BBQ-서초점,hu**님,황금올리브（반반）/1,맛있습니다 배달도 빠르고,5,5,5,5,2020년 7월 4일
227,치킨,강남구 역삼동,BBQ-서초점,ma**님,황금올리브（반반）/1,맛있고 배달도 빠르고 좋습니다만 양이 적은듯 합니다.,4,5,3,5,2020년 7월 2일
228,치킨,강남구 역삼동,BBQ-서초점,de**님,오리지날 양념치킨/1,양념치킨은 비비큐가 최고에여~,5,5,5,5,2020년 7월 1일
229,치킨,강남구 역삼동,BBQ-서초점,wh**님,"황금올리브치킨/1(추가메뉴(비비소스추가,양념소스추가))",작게 잘라달라고 부탁드렸는데 작게 잘 왔습니다! 다만 큰 조각보다 빨리 익다보니 몇초 덜 튀기면 좋겠다는 생각이 드네요. 큰 조각으로 먹을때보다 퍽퍽함이 분명 있습니다. 십초만 덜 튀겨도 되지않을까 합니다. 다음에 이 부분도 신경써 주시면 더 좋을거시같습니다. 잘 먹었고 별 5개 입니다!,5,5,5,5,2020년 6월 30일
230,치킨,강남구 역삼동,BBQ-서초점,dl**님,황금올리브속안심/1,",치킨은 정말 맛잇데 장하는데 이벤트 안하면 고민됨",5,5,4,5,2020년 6월 29일
231,치킨,강남구 역삼동,BBQ-서초점,um**님,자메이카 통다리구이/1,요청사항 잘 들어주셨고 배달이 진짜 빨랐어요,5,5,5,5,2020년 6월 29일
232,치킨,강남구 역삼동,BBQ-서초점,ch**님,"핫 황금올리브 콤보반반（레드착착＋블랙페퍼）/1,치킨무 추가/1",맛있어요.근데 빨간양념은 라면스프맛 재밌는 맛이네요.,5,5,5,5,2020년 6월 29일
233,치킨,강남구 역삼동,BBQ-서초점,de**님,황금올리브닭다리/1,재고파서 하나더 시키네요,5,5,5,5,2020년 6월 28일
234,치킨,강남구 역삼동,BBQ-서초점,de**님,황금올리브닭다리/1,오늘도 아이들은 닭다리,5,5,5,5,2020년 6월 28일
235,치킨,강남구 역삼동,BBQ-서초점,fl**님,황금올리브속안심/1(추가메뉴(양념소스추가)),만족합니다 빨리오기도했고 양도많네요,5,5,5,5,2020년 6월 28일
236,치킨,강남구 역삼동,BBQ-서초점,손님,"황금올리브치킨/1,콜라 1.25L/1",배달도 굉장히 빨랐고 맛있게 먹었습니다 감사합니다,5,5,5,5,2020년 6월 27일
237,치킨,강남구 역삼동,BBQ-서초점,tj**님,황금올리브치킨/1,아이들이 너무 맛있게 즐겁게 치킨을 즐겼습니다,5,5,5,5,2020년 6월 27일
238,치킨,강남구 역삼동,BBQ-서초점,de**님,황금올리브닭다리/1,아이롸 먹가엔 닭다리 최고,5,5,5,5,2020년 6월 26일
239,치킨,강남구 역삼동,BBQ-서초점,de**님,자메이카 통다리구이/1,너무 맛잇게 잘머것습니다~~ 10분만에 흡입한듯ㅠㅠ,5,5,5,5,2020년 6월 26일
240,치킨,강남구 역삼동,BBQ-서초점,손님,"황금올리브치킨/1,콜라 1.25L/1",배달도 굉장히 빨랐고 맛있게 먹었습니다 감사합니다,5,5,5,5,2020년 6월 24일
241,치킨,강남구 역삼동,BBQ-서초점,ch**님,황금올리브치킨/1,살짝쿵 다른지점보다 튀김옷이 얇긴했지만 아주 뜨거울정도로 배달도 잘해주시고 맛있었습니당 감사합니당,4,4,4,4,2020년 6월 24일
242,치킨,강남구 역삼동,BBQ-서초점,lk**님,황금올리브닭다리（반반）/1,맛있게 잘먹었어요~~ㅎㅎ,5,5,5,5,2020년 6월 24일
243,치킨,강남구 역삼동,BBQ-서초점,ed**님,황금올리브치킨/1,배달하시는분이 무섭네요... 존댓말하면서 나갔더니 덩치큰 남자분이 쳐다보시지도 않고 한손으로 주셨습니다. 감사합니다 하면서 받는데 보시지도 않고 그냥 가셔서 그런지 제가 다 잡기도 전에 뒤도셔서 떨어뜨릴뻔했더니 똑바로 들어 라고 하고 가시더라구요... 솔직히 너무 무서웠습니다. 기분좋게 먹으려 시키는데 왜 위압적인 모습으로 위협을 당해야하는지 억울하고 무섭네요,1,1,1,1,2020년 6월 22일
244,치킨,강남구 역삼동,BBQ-서초점,ri**님,황금올리브（반반）/1,역시 반반이 스테디셀러인듯,5,4,4,5,2020년 6월 22일
245,치킨,강남구 역삼동,BBQ-서초점,he**님,소이갈릭스（윙）/1(추가메뉴(양념소스추가)),주문한지 30분만에 아주 뜨끈뜨끈하게 받았어요! 튀김도 바삭하고 넘 맛있어요. 근데 양념소스 비용내구 추가했는데 1개 오는게 맞는거지요? 늘 2개왔어서 좀 의아했네요.,5,5,5,5,2020년 6월 21일
246,치킨,강남구 역삼동,BBQ-서초점,wo**님,황금올리브치킨/1,비비큐 황금올리브유는 믿고먹지만... 지금까지 먹었던것중에 제일 별로였어요 기름기도 너무 많고... 콜라도 안시원하구요.. 배고픈데도 별로네요 나만그런건가...,4,4,4,5,2020년 6월 19일
247,치킨,강남구 역삼동,BBQ-서초점,손님,황금올리브치킨/1,배달도 빠르고 맛있어서 사진 찍는것도 까먹었네요,5,5,5,5,2020년 6월 18일
248,치킨,강남구 역삼동,BBQ-서초점,se**님,황금올리브치킨순살/1,잘 먹었습니다~~~ 감사합니다~😃👍,5,5,5,5,2020년 6월 12일
249,치킨,강남구 역삼동,BBQ-서초점,la**님,오리지널 콤보반반（황금올리브＋찐킹소스）/1,반반 시켰는데 찐킹소소 양념인지 새로 나온 맛 주문했는데 맛있는 엽떡의 매운맛이 아닌 화학적 매운 맛 캡사이신 맛 화나는 매운맛입니다.매운맛 좋아하시는분은 비추합니다. 반반치킨의 구성은 후라이드 4조각 매운 양념 8조각 구성입니다. 후라이드치킨은 맛있습니다. 맛이 없는 매운 양념이 더 많아 실망입니다. 다음엔 후라이드 치킨만 시켜먹겠습니다.,1,1,1,5,2020년 6월 12일
250,치킨,강남구 역삼동,BBQ-서초점,he**님,자메이카 통다리구이/1,역시는 역시 역시 자메이카,5,5,5,5,2020년 6월 12일
251,치킨,강남구 역삼동,BBQ-서초점,cr**님,황금올리브닭다리（반반）/1(추가메뉴(BBQ닭껍데기)),배달 빨리 오고 굿굿 입니다,5,5,5,5,2020년 6월 11일
252,치킨,강남구 역삼동,BBQ-서초점,de**님,오리지날 양념치킨/1,배달도 빠르고 양도 많고 맛잇어요~ 지난번 다른비비큐에서 시켜먹고 무척 실망한적 있었는데 서초점은 제대로네요! 앞으로 여기서 시켜야겠어요~ 잘먹었습니다.,5,5,5,5,2020년 6월 10일
253,치킨,강남구 역삼동,BBQ-서초점,kh**님,황금올리브닭다리/1,최고입니다 늘 시키는곳이죠,5,5,5,5,2020년 6월 8일
254,치킨,강남구 역삼동,BBQ-서초점,ki**님,황금올리브치킨순살양념/1(추가메뉴(케이준감자)),맛있고 배달도 빨라요~^^,5,5,5,5,2020년 6월 2일
255,치킨,강남구 역삼동,BBQ-서초점,no**님,자메이카 통다리구이/1,처음먹어보는데 양 많아요 ㅋㅋㅋ 저만한 다리 네개들어잇어요 하나의 오천원꼴 ! 맛있어용!٩( ᐛ )و 근데 살짝 짜여 ㅜㅜ 원래 짭쪼름한거같긴한데 제가 평소에 싱겁게먹어서 그런거같어요 ㅎㅎ 맛잇게 잘먹엇어용~~,5,5,5,5,2020년 6월 1일
256,치킨,강남구 역삼동,BBQ-서초점,ki**님,핫킹세트6/1(추가메뉴(케이준감자)),배달빠르고 맛있어요!!,5,5,5,5,2020년 5월 31일
257,치킨,강남구 역삼동,BBQ-서초점,pu**님,핫킹세트2/1,배달도 빨리오구 맛잇어요ㅠㅠ 초기보다 후추양이 많아진거같아요ㅠㅠ 제 입맛엔 짰어요,4,4,5,5,2020년 5월 29일
258,치킨,강남구 역삼동,BBQ-서초점,sm**님,"황금올리브치킨/1,시크릿양념치킨/1",양도 많이주시고 빨리 배달해 주셔서 감사합니다,4,4,4,4,2020년 5월 24일
259,치킨,강남구 역삼동,BBQ-서초점,dr**님,황금올리브닭다리/1,"잘먹었습니다.,,.,,.",5,5,5,5,2020년 5월 24일
260,치킨,강남구 역삼동,BBQ-서초점,hu**님,"황금올리브（반반）/1,콜라 1.25L/1",항상 시키는데 맛있습니다,5,5,5,5,2020년 5월 24일
261,치킨,강남구 역삼동,BBQ-서초점,do**님,핫킹세트6/1,치킨 둘다ㅜ너무 마싯어여!,5,5,5,5,2020년 5월 24일
262,치킨,강남구 역삼동,BBQ-서초점,he**님,"핫황금올리브 블랙페퍼/1,시크릿양념치킨/1",정말 맛있게 잘 먹었습니다,5,5,5,5,2020년 5월 22일
263,치킨,강남구 역삼동,BBQ-서초점,um**님,황금올리브치킨/1,황금올리브... 그저 빛... 다이스키...,5,5,5,5,2020년 5월 21일
264,치킨,강남구 역삼동,BBQ-서초점,ww**님,황금올리브치킨/1,배달도 빠르고 맛도 좋아요!,5,5,5,5,2020년 5월 18일
265,치킨,강남구 역삼동,BBQ-서초점,co**님,황금올리브치킨/1,감사합니다 잘 먹었습니다,5,5,5,5,2020년 5월 15일
266,치킨,강남구 역삼동,BBQ-서초점,du**님,황금올리브치킨순살/1,맛있게 잘 먹었습니다~~ 역시 후라이드는 황금 올리브><,4,4,4,4,2020년 5월 13일
267,치킨,강남구 역삼동,BBQ-서초점,hu**님,핫황금올리브 블랙페퍼/1,맛있네요 블랙페퍼두^.^,5,5,5,4,2020년 5월 13일
268,치킨,강남구 역삼동,BBQ-서초점,hr**님,황금올리브（반반）/1(추가메뉴(비비소스추가)),"역시 비비큐 맛있네요. 맛은 깔끔하고, 배달도 빠르고. ^^",5,5,5,5,2020년 5월 13일
269,치킨,강남구 역삼동,BBQ-서초점,jo**님,황금올리브（반반）/1,비비큐는 기본기 충실한 치킨이라 믿고 먹어요,5,5,5,5,2020년 5월 13일
270,치킨,강남구 역삼동,BBQ-서초점,re**님,핫황금올리브 레드착착/1,레드착착도 맛있습니다~,5,5,5,5,2020년 5월 12일
271,치킨,강남구 역삼동,BBQ-서초점,손님,황금올리브치킨/1(추가메뉴(케이준감자)),너무 맛있어서 후기 쓸 생각도 못했어요^^ 먹다가 생각나서 한컷 찍었어요~,5,5,5,5,2020년 5월 12일
272,치킨,강남구 역삼동,BBQ-서초점,ea**님,"핫황금올리브 블랙페퍼/1(추가메뉴(비비소스추가)),황금알치즈볼/1",치킨 3달에 한번먹을까말까라 비비큐는 먹어본지 1년이넘었는데 오랜만에먹는치킨이였어요.. 페퍼치킨이긴해도 후라이드베이스라 기본 양념소스는 주시는줄알았어요 .. 정말딱 제가 주문한 비비소스만 넣어주셨네요 전화주문이엿으면 물어봤을테지만 ...ㅠ 판매방침이 그런거니 안준거다라 할순없겟지만 후라이드를끝까지 그냥 아무소스없이먹기엔 ...ㅠ 반반도안되고 ..,4,5,5,5,2020년 5월 10일
273,치킨,강남구 역삼동,BBQ-서초점,la**님,황금올리브치킨/1,기름진치킨 먹고싶을때 황금올리브가 딱인거같아요~~,5,5,5,5,2020년 5월 10일
274,치킨,강남구 역삼동,BBQ-서초점,re**님,핫황금올리브 블랙페퍼/1,배달 조금 늦었지만 따뜻하고 바삭바삭했어요 맛있었어욤 크게 찡하지도 않았슴,5,5,5,4,2020년 5월 10일
275,치킨,강남구 역삼동,BBQ-서초점,ru**님,황금올리브닭다리/1,맛있게 잘 멋었습니다아,5,5,5,5,2020년 5월 9일
276,치킨,강남구 역삼동,BBQ-서초점,hu**님,황금올리브（반반）/1,배달도 빠르고 맛도 좋아요,5,5,5,5,2020년 5월 9일
277,치킨,강남구 역삼동,BBQ-서초점,ju**님,황금올리브닭다리（반반）/1,역시 비비큐~~베이직합니다~~,5,5,4,5,2020년 5월 4일
278,치킨,강남구 역삼동,BBQ-서초점,am**님,핫황금올리브 블랙페퍼/1,호또치킨같은 통후추치킨을 기대햇엇능뎀 전혀 아녓구여 그래서 후추향 보단 짠맛이 더 강하게 침 후추향이 죠아서 기대하신 분들은 절대 비추!!!!! 제대로 알아보고 시킬걸ㅠ 담엔 다시 허니버터갈릭으로 돌아가능걸로ㅋ,3,1,5,5,2020년 5월 4일
279,치킨,강남구 역삼동,BBQ-서초점,ch**님,"핫황금올리브 블랙페퍼/1,맥주 1,000CC/1",내 스타일이였어요. 맛있어요.우왕~~~,5,5,5,5,2020년 5월 4일
280,치킨,강남구 역삼동,BBQ-서초점,hu**님,자메이카 통다리구이/1,처음먹어봤는데 밥이랑 먹기 좋네요 ㅎㅎ,5,5,5,4,2020년 5월 4일
281,치킨,강남구 역삼동,BBQ-서초점,ls**님,핫황금올리브 찐킹소스/1,생각보다 너무맵다 ㅠㅠ 밥필요,2,1,5,5,2020년 5월 3일
282,치킨,강남구 역삼동,BBQ-서초점,db**님,핫황금올리브 블랙페퍼/1,콜라도 작고 맛도 평범하고 젓가락도 없고 비싸기만하고 그냥 후라이드시켜서 치킨양념찍어 먹는게 나을뜻 아니 다른 치킨집은 콜라도 크고 젓가락도 주고 이가격이면 사이드있는것도 있고 여긴 그냥 후라이드먹고싶을때나 시켜먹어야할뜻,3,2,3,4,2020년 5월 3일
283,치킨,강남구 역삼동,BBQ-서초점,cr**님,핫황금올리브 블랙페퍼/1(추가메뉴(BBQ닭껍데기)),굿 배달 굿! 맛 굿! 양 굿!,5,5,5,5,2020년 5월 1일
284,치킨,강남구 역삼동,BBQ-서초점,sa**님,"황금올리브닭다리/1,콜라 1.25L/1",맛있게 잘 먹었습니다 감사합니다,5,5,5,5,2020년 4월 29일
285,치킨,강남구 역삼동,BBQ-서초점,re**님,"핫황금올리브 블랙페퍼/1(추가메뉴(BBQ닭껍데기)),맥주 1,000CC/1","신메뉴 콤보세트를 먹으려고 했는데, 없어서...블랙페퍼를 먹었어요. 크리스피도 없고ㅠㅠ 하지만 닭껍데기 추가하고 생맥주를 같이 시켰는데... 만족만족! 다음에는 크리스피로 주문할게요~",5,5,5,5,2020년 4월 27일
286,치킨,강남구 역삼동,BBQ-서초점,손님,"황금올리브（반반）/1,bbq크림치즈볼/1",좋아용 배달도 빠르고~~,5,5,5,5,2020년 4월 25일
287,치킨,강남구 역삼동,BBQ-서초점,손님,순살치즐링/1,포장 꼼꼼하고 주문 시 기재한 요구사항대로 배달 잘 해주셨어요 감사합니다 잘 먹을께요^^,5,5,5,5,2020년 4월 24일
288,치킨,강남구 역삼동,BBQ-서초점,gr**님,자메이카 통다리구이/1,식지 않고 따뜻하게 왔어요. 담에 또 주문하려고요.,5,5,5,5,2020년 4월 22일
289,치킨,강남구 역삼동,BBQ-서초점,jy**님,"황금올리브（반반）/1(추가메뉴(bbq크림치즈볼,멘보샤))",맛있게 잘 먹었습니다..,4,4,4,4,2020년 4월 21일
290,치킨,강남구 역삼동,BBQ-서초점,손님,자메이카 통다리구이/1,자극적이야 젊은 애들 좋아하것어,3,3,3,3,2020년 4월 20일
291,치킨,강남구 역삼동,BBQ-서초점,ch**님,자메이카 통다리구이/1,처음 주문해본.. 왕닭다리ㅎㅎ 맛있어용^^,5,5,5,5,2020년 4월 19일
292,치킨,강남구 역삼동,BBQ-서초점,eu**님,황금올리브（반반）/1,오늘따라 엄청 맛있었어요! 닭가슴살 부분이 너무 부드러워서 깜짝 놀랐어요. 배달해주시는 분도 요청한대로 문앞에 놓고 전화해주셨어요. 맛있게 잘 먹었습니다. 감사합니다,5,5,5,5,2020년 4월 13일
293,치킨,강남구 역삼동,BBQ-서초점,dl**님,황금올리브치킨순살/1,진짜 댕맛잇다 테이프로 상자밀봉 요청하니 꼼꼼하게 해주심,4,5,4,5,2020년 4월 12일
294,치킨,강남구 역삼동,BBQ-서초점,v_**님,황금올리브닭다리（반반）/1(추가메뉴(bbq크림치즈볼)),존 맛 진짜 맛있어요 짱,5,5,5,5,2020년 4월 12일
295,치킨,강남구 역삼동,BBQ-서초점,lo**님,"황금올리브속안심/1,bbq크림치즈볼/1",맛있게 잘 먹었습니다. 총알배송이었어요.,5,5,5,5,2020년 4월 10일
296,치킨,강남구 역삼동,BBQ-서초점,ki**님,황금올리브닭다리（반반）/1,느끼하고맛없네요 BBQ가 그런듯..,2,3,3,3,2020년 3월 30일
297,치킨,강남구 역삼동,BBQ-서초점,de**님,황금올리브닭다리/1,닭다리는 애들 최애상품이죠,5,5,5,5,2020년 3월 23일
298,치킨,강남구 역삼동,BBQ-서초점,se**님,"뱀파이어 치킨 단품/1(맛 선택(1단계 버닝),추가메뉴(케이준감자,bbq크림치즈볼))",맛있어여~~1단계 별로안맵고딱좋아여~,4,4,5,4,2020년 3월 22일
299,치킨,강남구 역삼동,BBQ-서초점,gl**님,황금올리브닭다리（반반）/1,맛있습니다 만족해요^^,5,5,5,5,2020년 3월 21일
300,치킨,강남구 역삼동,BBQ-서초점,be**님,황금올리브닭다리/2,배달시간도 생각보다 빨리오고 맛있어요~~늘 배달시키는 서초점이요~~,5,5,5,5,2020년 3월 21일
301,치킨,강남구 역삼동,BBQ-서초점,ia**님,"황금올리브치킨/1,치킨무 추가/1",믿고 주문하는 동네 맛집이죠^^,5,5,5,5,2020년 3월 17일
302,치킨,강남구 역삼동,BBQ-서초점,rl**님,황금올리브치킨/1(추가메뉴(비비소스추가)),빠르고 따듯하고 맛있게 잘 도착했습니다,5,5,5,5,2020년 3월 14일
303,치킨,강남구 역삼동,BBQ-서초점,손님,자메이카 통다리구이/1(추가메뉴(bbq크림치즈볼)),빠른 배송 양은 충분 맛은 선호도 가 다를듯해요 20대 10대 맛!,5,4,4,4,2020년 3월 10일
304,치킨,강남구 역삼동,BBQ-서초점,bi**님,순살치즐링/1,짱 짱 짱 짱 짱 짱 짱 짱 짱 짱 짱,5,4,5,5,2020년 3월 8일
305,치킨,강남구 역삼동,BBQ-서초점,to**님,황금올리브（반반）/1,뜨거운 상태로 와서 맛있게 먹었어요,5,5,5,5,2020년 3월 7일
306,치킨,강남구 역삼동,BBQ-서초점,hu**님,황금올리브치킨/1,역시 믿고 먹네요 황금올리브는^^,5,5,5,5,2020년 3월 7일
307,치킨,강남구 역삼동,BBQ-서초점,an**님,황금올리브치킨/1,예상보다 빨리 왔네요 잘먹었습니다,5,5,5,5,2020년 3월 4일
308,치킨,강남구 역삼동,BBQ-서초점,ru**님,황금올리브닭다리/1,맛있게 잘 먹었습니다아,5,5,5,5,2020년 3월 4일
309,치킨,강남구 역삼동,BBQ-서초점,ro**님,황금올리브치킨/1,황금올리브 짱ㅁ자아자ㅏ아ㅏ!!!,5,5,5,5,2020년 3월 3일
310,치킨,강남구 역삼동,BBQ-서초점,손님,"황금올리브닭다리/1,황금올리브치킨순살/1(추가메뉴(양념소스추가,BBQ소떡,bbq크림치즈볼)),치킨무 추가/1",잘 보내 주셔서 감사드려요,5,5,5,5,2020년 3월 1일
311,치킨,강남구 역삼동,BBQ-서초점,do**님,황금올리브（반반）/1,바삭바삭 뜨끈한게 맛있어요!!! 배달도 빨랐어요~~!!,5,5,5,5,2020년 2월 27일
312,치킨,강남구 역삼동,BBQ-서초점,be**님,자메이카 통다리구이/1,잘먹엇습니다 다음에듀 잘부탁드립니다,4,3,4,4,2020년 2월 25일
313,치킨,강남구 역삼동,BBQ-서초점,tj**님,황금올리브치킨/1,제 주문이네요 잘먹겠습니다,5,5,5,5,2020년 2월 24일
314,치킨,강남구 역삼동,BBQ-서초점,손님,황금올리브닭다리（반반）/1,역시 비비큐는 올리브죠!!! 반반 최고,5,5,5,5,2020년 2월 24일
315,치킨,강남구 역삼동,BBQ-서초점,ji**님,"황금올리브（반반）/1,콜라 1.25L/1",1인 1닭하기엔 좋은 사이즈...,4,5,3,5,2020년 2월 23일
316,치킨,강남구 역삼동,BBQ-서초점,he**님,"소이갈릭스（윙）/1,양념소스 추가/2",소이갈릭스 튀김도 바삭하고 양도많아요! 배달도 30분 안걸리고 따뜻하게왔어요~,5,5,5,5,2020년 2월 23일
317,치킨,강남구 역삼동,BBQ-서초점,wh**님,"황금올리브속안심/1,새우스틱/1,비비소스 추가/4",전 브랜드 통틀어 최고의 순살치킨. 하지만 .. 먹기만하면 배탈.. 저말고 이런사람은 본적없으니 안심하고 시도해보세요. 정말맛있습니다.,5,5,4,5,2020년 2월 22일
318,치킨,강남구 역삼동,BBQ-서초점,de**님,황금올리브닭다리/1,아이들먹기엔 최고 닭다리,5,4,4,4,2020년 2월 22일
319,치킨,강남구 역삼동,BBQ-서초점,lo**님,"황금올리브（반반）/1,스프라이트1.5L/1","맛도 좋고, 배달도 빨랐어요~",5,5,5,5,2020년 2월 18일
320,치킨,강남구 역삼동,BBQ-서초점,we**님,"황금올리브치킨＋크림치즈볼/1(추가메뉴(양념소스추가)),코카-콜라 500ml/1",배달시간 잘 지켜졌어요,5,5,5,5,2020년 2월 17일
321,치킨,강남구 역삼동,BBQ-서초점,손님,"황금올리브치킨/1(추가메뉴(비비소스추가,양념소스추가)),코카-콜라 245ml/1",너무 맛있어요.존맛탱임,5,5,5,5,2020년 2월 17일
322,치킨,강남구 역삼동,BBQ-서초점,up**님,황금올리브닭다리（반반）/2,오 눈오는데 생각보다 금방왓네요~~,5,5,5,5,2020년 2월 16일
323,치킨,강남구 역삼동,BBQ-서초점,ac**님,황금올리브치킨/1(추가메뉴(BBQ닭껍데기)),맛있어서 항상 시켜요!!,5,5,3,5,2020년 2월 13일
324,치킨,강남구 역삼동,BBQ-서초점,xi**님,"황금올리브닭다리/1,콜라 1.25L/1",너무 오래걸리고 분명 요청사항에 치킨무 빼달라 했는데 왜 챙겨주셨는지 모르겠네요... 다음부터 주의 부탁드려요,4,5,5,4,2020년 2월 9일
325,치킨,강남구 역삼동,BBQ-서초점,vi**님,황금올리브닭다리/1,먹어본 bbq점중 서초점이 제일 맛있네요 깨끗하고 닭상태도 좋네요,5,5,5,4,2020년 2월 9일
326,치킨,강남구 역삼동,BBQ-서초점,qk**님,황금올리브반반＋황금알치즈볼/1,배달짱이에요 역시 치킨읁비비큐,5,4,4,5,2020년 2월 8일
327,치킨,강남구 역삼동,BBQ-서초점,hy**님,치즐링＋황금알치즈볼/1,치즈링치즈링~~너무맛잇어용,5,5,5,5,2020년 2월 1일
328,치킨,강남구 역삼동,BBQ-서초점,손님,황금올리브속안심/1,튀김옷은 바삭하고 살은 부드럽고 매콤해여,5,5,5,5,2020년 1월 31일
329,치킨,강남구 역삼동,BBQ-서초점,ke**님,황금올리브닭다리/1,맛좋으나 닭다리 8개라는것이 아쉬움,5,5,3,5,2020년 1월 26일
330,치킨,강남구 역삼동,BBQ-서초점,pi**님,황금올리브（반반）/1(추가메뉴(멘보샤)),후라이드는 역시 비비큐,5,5,5,5,2020년 1월 23일
331,치킨,강남구 역삼동,BBQ-서초점,cu**님,시크릿양념치킨/1,배달도 빨리오고 너무 맛있어요,4,5,5,5,2020년 1월 19일
332,치킨,강남구 역삼동,BBQ-서초점,손님,황금올리브닭다리（반반）/1,맛있어요! 껍질이 조금 두꺼워서 잡을때 놀랬지만 ㅇㅡㅇ!!,5,5,5,4,2020년 1월 13일
333,치킨,강남구 역삼동,BBQ-서초점,94**님,황금올리브（반반）/1,배달 예정시간 보다 훨씬 빨리 왔어요!,5,5,5,5,2020년 1월 10일
334,치킨,강남구 역삼동,BBQ-서초점,ke**님,"자메이카 통다리구이/1(추가메뉴(양념소스추가,BBQ닭껍데기))",한번 도전해봤는데 그저 그렇더라구요,3,2,3,2,2020년 1월 9일
335,치킨,강남구 역삼동,BBQ-서초점,me**님,황금올리브치킨/1,바삭바삭 맛있어요 배달도 제시간에 오구요,5,5,5,5,2020년 1월 6일
336,치킨,강남구 역삼동,BBQ-서초점,es**님,극한왕갈비치킨＋크림치즈볼/1(추가메뉴(밀크크림소스)),빠르고 좋아요~~~~최고,5,5,5,5,2020년 1월 6일
337,치킨,강남구 역삼동,BBQ-서초점,손님,황금올리브（반반）/1(추가메뉴(bbq크림치즈볼)),맛은 먹다보니 자연스업게 질리는게 bbq만의 매력이라 그냥 4개 달았오용♡ 킹갓 bbq 찬양함미다,5,4,5,5,2020년 1월 5일
338,치킨,강남구 역삼동,BBQ-서초점,ye**님,황금올리브치킨/1(추가메뉴(양념소스추가)),맛있어여 역시 후라이드는 황금올리브입니다,5,5,5,5,2020년 1월 3일
339,치킨,강남구 역삼동,BBQ-서초점,dv**님,치킨강정（순살）/1(추가메뉴(케이준감자)),여윽시 지리고 오지고 맛잇고요 따봉이고용,5,5,5,5,2020년 1월 1일
340,치킨,강남구 역삼동,BBQ-서초점,sh**님,"황금올리브（반반）/1,코카-콜라 500ml/1",정직한 비비큐 치킨맛!,3,3,3,3,2019년 12월 26일
341,치킨,강남구 역삼동,BBQ-서초점,le**님,황금올리브치킨/1(추가메뉴(bbq크림치즈볼)),기분 좋은 마음으로 시켰던 치킨과 치즈볼이 먹기 싫어진건 처음이네요 치즈볼은 안쪽이 제대로 녹지도 않아서 부스러지고 기름도 너무 많이 나와요 5개 온거 한입먹고 건드리지도 않았습니다 치킨도 기름기가 너무 많아서 먹다가 남겼습니다 하얀 지방층이 모여있는거 보고 깜짝 놀랐네요 전화로 문의도 드렸는데 어떻게 해줄수 없다고 말씀하셔서 실망이 더 컸습니다,1,1,5,4,2019년 12월 21일
342,치킨,강남구 역삼동,BBQ-서초점,손님,황금올리브반반＋황금알치즈볼/1,치킨은 맛있는데 치즈볼은 그닥...,5,4,5,5,2019년 12월 21일
343,치킨,강남구 역삼동,BBQ-서초점,tu**님,황금올리브닭다리/1,자주 시켜 먹는 곳인데 맛 있고 조아요~,4,4,4,4,2019년 12월 17일
344,치킨,강남구 역삼동,BBQ-서초점,eu**님,황금올리브（반반）/1,잘게 잘라달라고 요청했더니 잘게 잘라주셔서 감사해요!! 평소엔 되게되게 맛있는데 이번엔 살짝 기름지게왔어요 그래도 만족합니다!!,4,4,4,4,2019년 12월 10일
345,치킨,강남구 역삼동,BBQ-서초점,ji**님,"황금올리브반반＋코카-콜라 1.25L/1,자메이카 통다리구이/1",반반치킨은 치킨이 너무 큰 덩어리로 와서 나눠먹기가 조금 불편하네요~ 그리고 닭이 왜 조금 식어서 왔을까요--; 그래도 맛은 있었어요~,4,4,4,4,2019년 12월 8일
346,치킨,강남구 역삼동,BBQ-서초점,hu**님,"황금올리브（반반）/1,콜라 1.25L/1",배달도 빠르고 맛도 좋습니다,5,5,5,5,2019년 12월 7일
347,치킨,강남구 역삼동,BBQ-서초점,wo**님,황금올리브치킨/1(추가메뉴(케이준감자)),비비큐는 서초점이 가장맛있어요,5,5,5,5,2019년 12월 7일
348,치킨,강남구 역삼동,BBQ-서초점,da**님,"극한왕갈비치킨/1,콜라 1.25L/1",정말 바삭하고 맛있었어요 최근에는 시켜먹은 통닭중 쵝오!!!,5,5,5,5,2019년 12월 6일
349,치킨,강남구 역삼동,BBQ-서초점,tl**님,황금올리브치킨순살양념/1,맛있고 배달도 빠르네요,5,5,5,5,2019년 12월 4일
350,치킨,강남구 역삼동,BBQ-서초점,cr**님,황금올리브핫윙/1,배달 빨리오고 따끈하게 잘 먹었음. 치킨값이 너무 올라서 안타깝슴니당. ㅠ,5,5,5,5,2019년 12월 3일
351,치킨,강남구 역삼동,BBQ-서초점,손님,황금올리브（반반）/1,맛있어요.. 후라이드도 바삭하고.. 양념도 크게 짜지도 않구요,5,5,5,5,2019년 12월 2일
352,치킨,강남구 역삼동,BBQ-서초점,ch**님,황금올리브（반반）/1,반반이 최고......,5,5,5,5,2019년 11월 24일
