,index,Restaurant,UserID,Menu,Review,Total,Taste,Quantity,Delivery,Date
249,68,소풍엄지척닭강정-구로점,ha**님,엄지척 닭강정 中/1(맛 선택(매운맛)),가격저렴하고 평점 좋길래 배송비 천원 주고 시켰더니 닭 오래된 잡내나서 점먹고 음식 봉투행 배달은 겁나빨리옴 닭정육 관리좀 잘해주셔서 저같이 피해보는 사람 없었으면하네요 진심 최악이었음,1,1,4,5,2021년 4월 1일
250,32,롯데리아-신림역점,du**님,"사각새우더블세트/1(디저트 변경(양념감자（오니언）),드링크 변경(세트 콜라（R）)),치즈스틱/1,콘샐러드/1",뭔 햄버거가 시간이 지나도 안 옴  백숙 시킨줄,1,1,1,1,2021년 7월 15일
251,41,롯데리아-신림역점,04**님,"더블치즈NO.5세트/1(디저트 변경(세트 포테이토),드링크 변경(세트 콜라（R）)),치킨버거세트/1(디저트 변경(세트 포테이토),드링크 변경(선택 아메리카노))",분이랫는데 한시간십오분만에 왓구 요청사항에도 썻는데 다식어서 온기도없는 상태로 와써여,1,1,1,1,2021년 7월 14일
252,49,롯데리아-신림역점,zo**님,"사각새우더블세트/1(디저트 변경(선택 치즈스틱),드링크 변경(세트 콜라（R）)),DoubleX2세트/1(디저트 변경(세트 포테이토),드링크 변경(세트 콜라（R）))",리뷰를 쓰고싶은데 예상시간이 삼십분이 지나도 안온다,1,1,1,1,2021년 7월 12일
253,60,롯데리아-신림역점,du**님,"더블핫크레이지버거/1,핫크리스피버거/1,치즈스틱/1",아 요기요 고객센터 바뀌어서 싫다 문의를    시간되기분전에받았는데 다식었어,1,1,1,1,2021년 7월 7일
254,96,롯데리아-신림역점,ne**님,"데리버거/1,불고기버거/1,불고기버거세트/3(디저트 변경(치즈스틱（포테이토 대체품）),드링크 변경(세트 콜라（R）))",아니 왜 세트인데 지맘대로 치즈스틱변경되잇죠 낙엿네요다음부터 다른대로시킵니다,1,1,1,1,2021년 6월 19일
255,101,롯데리아-신림역점,sm**님,"더블핫크리스피세트/1(디저트 변경(선택 치킨1조각),드링크 변경(세트 콜라（R）)),DoubleX2세트/1(디저트 변경(선택 치킨1조각),드링크 변경(세트 콜라（R）))",배송이 너무너무 늦어요,1,2,2,1,2021년 6월 18일
256,105,롯데리아-신림역점,bi**님,"더블핫크리스피세트/1(디저트 변경(선택 콘샐러드),드링크 변경(선택 콜라（L）),햄버거 토핑 추가(토마토 토핑),햄버거 토핑 추가2(L치즈 토핑)),치킨 1조각/2",콘샐러드왜 누락됐죠 연락할방도도없고 어떻게하나요 감자튀김빼고 콘샐러드로바꾼건데 치킨까지 시켜놨는데 맛있게먹을기분 잡쳤습니다,1,1,1,1,2021년 6월 15일
257,0,순살파닭치킨,ks**님,순살후라이드＋순살후라이드/1(음료 선택(콜라 500mL)),        배달은느리고명이서먹었는대명다설사병났습니다먹을수있는거만팔았으면좀탕수육이딱딱하        배달은느리고명이서먹었는대명다설사병났습니다먹을수있는거만팔았으면좀탕수육이딱딱하        배달은느리고명이서먹었는대명다설사병났습니다먹을수있는거만팔았으면좀탕수육이딱딱하        배달은느리고명이서먹었는대명다설사병났습니다먹을수있는거만팔았으면좀탕수육이딱딱하        배달은느리고명이서먹었는대명다설사병났습니다먹을수있는거만팔았으면좀탕수육이딱딱하   ,1,3,4,3,2021년 7월 25일
258,4,순살파닭치킨,wn**님,순살후라이드파닭＋순살간장파닭/1(음료 선택(사이다500mL)),배달때문인지튀김때문인지딱딱하고먹기힘들었습니다양념소스는그래도맛있었어요속이너무안좋습니다튀김도덜바삭하고간장은너무짜네요음식이너무짜서먹을수없었음,1,1,2,3,2021년 7월 4일
259,22,순살파닭치킨,ah**님,순살 양념치킨/1(음료 선택(사이다500mL)),배달은 분만에왔구요 치킨은 다식었고 방금 한게맞나 싶을정도로 맛은 그럭저럭 양은 엄청적네요,1,1,1,3,2019년 12월 17일
260,24,순살파닭치킨,dl**님,후라이드치킨/1(음료 선택(사이다500mL)),다식어서오구 그럼당연이 맛없구 포장찢어서 오구 암튼난별루,1,1,1,1,2019년 12월 8일
261,25,순살파닭치킨,손님,순살 양념치킨/1(음료 선택(콜라 1.25L사이즈변경)),완전 맛없고 완전 속은 맛  별 도 아까운 집 ,1,1,1,1,2019년 11월 10일
262,26,순살파닭치킨,손님,"순살후라이드반＋순살간장반/1(음료 선택(사이다500mL)),감자튀김/1",별로 맛없네요 먹다가 죽여버릴 닭,1,1,1,1,2019년 11월 8일
263,29,순살파닭치킨,손님,순살간장반＋순살양념반/1(음료 선택(콜라 500mL)),하루종일 아무것도 안먹어서 배고파서 시켜먹엇는데 정말 맛없네요 간장소스는 양념도제대로 안하신거같고 돈아깝습니다,1,1,1,1,2019년 9월 16일
264,31,순살파닭치킨,gi**님,"순살후라이드반＋순살양념반/1(음료 선택(콜라 500mL)),맥스 생맥주 1000cc/1",솔직히 너무 맛없고 치킨 마리에 조각 너무 심하네요 튀김옷도 두껍고,1,1,1,3,2019년 9월 8일
265,32,순살파닭치킨,wa**님,"순살후라이드반＋순살양념반/1(음료 선택(콜라 500mL)),파추가/1",저는 경쟁업체도아니고 일반 고객으로 오늘 새벽시경 주문을했습니다순살반반인데 배달은분걸렸구요 솔직히 맛이떨어집니다 기름탓인지 튀김옷의 맛이 씁쓸하구요 탄맛도납니다 양념도 제스타일이아니고 파닭소스는원래 겨자맛나는 소스아닌가요 돈까쓰소스같은게왔습니다 순살의 덩어리도 매우커서 간편히 집어먹기힘듭니다 비하하려는게아닙니다 혹시 주문하려는분들 참고해주세요,1,1,2,1,2019년 8월 11일
266,34,순살파닭치킨,손님,"순간장반＋순살매운양념반/1(음료 선택(사이다500mL)),공기밥/2,계란찜/1",계란찜에 소금을안넣어서 아무맛이안나네요 ,1,1,2,1,2019년 7월 24일
267,38,순살파닭치킨,손님,순살후라이드반＋순살양념반/1(음료 선택(콜라 500mL)),아니 배달온지 분 넘어서 콜라를 깠는데 분수처럼 솟아오르네요 흔들면서 오셨나요 흔들린거 감안해서 기다렸다 뜯은건데 콜라도 시원하지도 않고 이게 뭔가요 컴퓨터 앞에서 먹다가 패드랑 키보드 모니터에 다튀겼네요 본체에도 들어갈까봐 사진못찍고 허겁지겁 닦았는데 진짜뭐죠 어이가 없네요 올때 흔들면서 오셨나요 신나게 흔드신거같은데 이정도면 칵테일 흔들듯이 흔드셨나보네요 덕분에 비싼 패드 끈적끈적거려서 버려야겠네요,1,1,3,1,2019년 6월 21일
268,42,순살파닭치킨,손님,순살 양념치킨/1(음료 선택(사이다 1.25L)),심각하게 맛이없어요 편의점 치킨이 나을듯,1,1,3,2,2019년 3월 3일
269,52,순살파닭치킨,손님,순살후라이드＋순살양념/1(음료 선택(콜라 500mL)),엄청 맛없음 어제껀지 한번 더튀긴건지 모르겠는데 속살에서 비린맛도나고 암튼 맛없음,1,1,1,4,2018년 12월 25일
270,54,순살파닭치킨,손님,"순살 양념치킨/1(음료 선택(콜라 500mL)),공기밥/2",닭이 너무 굳어있네요 아무리 추운날씨여도 그렇지 튀김옷이 잘 안입혀져서 인지 안에 기름으 다 스며들어서 살코기가 질기고 딱딱하네여,1,1,2,4,2018년 12월 10일
271,56,순살파닭치킨,손님,순살후라이드파닭＋순살간장파닭/1(음료 선택(콜라 500mL)),튀겼놓았던 재고를 다시 튀겨서 배달한것 같은 느낌입니다 딱딱하고 내부 색깔도 검은것 이런 치킨 처음입니다,1,2,3,3,2018년 11월 16일
272,57,순살파닭치킨,ly**님,후라이드＋간장/1(음료 선택(콜라 1.25L)),먹지말자 닭 튀기기전에 간을 전혀 안하는데 튀김옷도 간을 전혀 안함 밑간을 전혀 안하는데 맛이 나겠나 고기 냉동에서 튀기는지 해동에서 튀기는지는 모르겠는데 비린 이유도 밑간이고 맛없는 이유도 밑간이고 육즙 전혀 없는 것도 밑간임 저가에 많은걸 바라는건 아닌데 밑간좀 하고 튀기시죠 상식 아닙니까,1,1,1,1,2018년 11월 15일
273,59,순살파닭치킨,손님,후라이드＋간장/1(음료 선택(콜라 500mL)),이것저것 할인 받고 두 마리 세트 만삼천얼마 주고 먹었는데도 불구하고 별루임 포장은 어떻게 했는지는 모르겠는데 치킨이 기름에 다 쩔어서 박스를 찢고 탈출함 치킨박스 다 찢겨지고 방바닥 기름 투성이에 닭도 오골계도 아닌데 간장소스 땜에 그런가 색깔이 거무티티함 할인받고 시켜먹었지만 최악의 치킨집이었음,1,1,1,1,2018년 10월 23일
274,65,순살파닭치킨,al**님,순살간장반＋순살양념반/1(음료 선택(콜라 500mL)),주문누락되고 암튼 평이 말해줌,1,1,1,1,2018년 8월 15일
275,69,순살파닭치킨,ba**님,"순살 양념치킨/1(음료 선택(콜라 1.25L)),파추가/1",비가 오는 날 고생하시며 배달 해 주셔서 가능하면 좋은 평가 남기고 싶었는데 생각 해도 도저히 안되겠어서 남깁니다 여기 마이너스 별점 주고 싶은데 그럴 수가 없는게 너무 아쉬울 뿐입니다 가장 큰 문제는 치킨에서 상한 냄새가 납니다 치킨 한 조각 입에 넣고 씹기도 전에 상한 향이 확 하고 올라옵니다 오래되어 상한 재료 가지고 요리를 한게 아닐까 하는 생각이 들었습니다 배달역시 치킨 박스가 뒤집힌 채로 옵니다 주문 하실 때 차꼬 하세요,1,1,1,1,2018년 7월 1일
276,73,순살파닭치킨,손님,후라이드반＋양념반/1(음료 선택(콜라 500mL)),년인생중 최악 병든 닭같음 후라이드 바삭바삭하지않고 눅눅함 최강자 소금과 무가 젤마싯음 이걸돈주고먹다니천원에팔아도 안먹을거에요 ,1,5,1,1,2018년 6월 14일
277,75,순살파닭치킨,mk**님,후라이드＋매운양념/1(음료 선택(콜라 500mL)),살이 너무 퍽퍽하고 식으니깐 치킨이 쪼그라들고 이상합니다 뜨거운 콜라 좋아하시는분들 여기 시켜드시면 될듯 따뜻한 콜라 맛있어요 콜라 맛집입니다,1,1,1,1,2018년 6월 8일
278,77,순살파닭치킨,ji**님,순살 마일드후라이드치킨/1(음료 선택(콜라 1.25L)),새벽에 시켰는데 최악입니다 양도 적고 동네 시장에서파는 원짜리 통닭맛이네요 기름은 박스에 가득이고 파닭에 파는 보이지 않습니다 재주문 안합니다,1,1,1,3,2018년 6월 7일
279,86,순살파닭치킨,손님,순살간장파닭＋순살양념파닭/1(음료 선택(콜라 500mL)),그냥 최악의치킨이네요 간장 다버림 양념은 뭔가 애매한맛 퍽퍽한비린내나고맛없는살만 드릅게많네요 비추천합니다,1,1,1,1,2018년 5월 11일
280,95,순살파닭치킨,손님,순살간장＋순살양념/1(음료 선택(콜라 1.25L)),진짜 정말 엄청나게 맛이 없고 이걸 음식이라고 파는건지 역한 기름냄새가 속에서 계속 맴돌아서 토할거 같네요 순살 간장은 하나먹고 버리고 순살 양념도 참다못해 버리고 돈만 날렸습니다 치킨이 이렇게도 맛이 없을수 있구나 싶어요 그냥 돈버렸다 생각하려다 도저히 화가나서 리뷰 남깁니다 저같은 손해 보시는일 없으시길,1,1,1,1,2018년 4월 13일
281,98,순살파닭치킨,손님,순살간장반＋순살양념반/1(음료 선택(콜라 1.25L)),크기도 너무 크고 순살이 아니라 퍽퍽살이던대요 맛이좋은것도아니고 한참전에만들어논거같아요,1,1,3,3,2018년 4월 10일
282,101,순살파닭치킨,손님,순살후라이드반＋순살매운양념반/1(음료 선택(콜라 500mL)),배달 시간 진짜 시키지마셈,1,1,1,1,2018년 4월 4일
283,104,순살파닭치킨,손님,순살후라이드＋순살양념/1(음료 선택(콜라 500mL)),콜라는 냉장고 근처도 안간 것같고 배달은 늦게옴 게다가 맛이 없음,1,1,1,1,2018년 3월 15일
284,108,순살파닭치킨,손님,"순살 양념치킨/1(음료 선택(콜라 500mL)),파추가/1",할인혜택받아서 먹었어도 돈 개아까움 두개먹다가 다버림 치킨 진짜 좋아하는데 꾸린내남,1,1,1,1,2018년 3월 8일
285,4,팡팡푸드,al**님,시골집 청국장/3,배달때문인지튀김때문인지딱딱하고먹기힘들었습니다양념소스는그래도맛있었어요속이너무안좋습니다튀김도덜바삭하고간장은너무짜네요음식이너무짜서먹을수없었음,1,1,2,3,2021년 5월 13일
286,44,강정구의피자생각-금천점,ct**님,고르곤졸라피자 L /1(추가 선택(콜라 500ml 추가)),왠만해선 리뷰후기 귀찮아서 안쓰는데 피자에서 역한 냄새가 너무 납니다 맛은 괜찮겠지 하고 먹었다가 맛도 상한거 같아서 몇조각 돈아까워서 억지로 먹다가 다 버렸네요 분명 피자 다 조리하고 역한 냄새나는거 인지하셨을텐데 장사를 이런식으로 하나요 저말고도 재료의심된다 상한거같다는 리뷰 있는거보니 두번다신 여기 안시킵니다,1,1,1,1,2020년 12월 23일
287,46,강정구의피자생각-금천점,un**님,포테이토피자 L/1,왠만하면 리뷰 개 주는데 이건 진짜 아니다 재료맛이 이상한데 유통기한 지난건 진짜 아니겠죠 아니길 바랍니다,1,1,5,5,2020년 12월 15일
288,69,강정구의피자생각-금천점,sh**님,베이컨 시카고피자/1(추가 선택(파인애플 추가)),먹고 설사오지게함  하재료상태의심됨,1,3,4,5,2020년 11월 21일
289,93,네네치킨-신풍역점,sa**님,"뼈 반반/1(반마리 선택(소이갈릭반,후라이드반))",배달이잘못와 친절히 알리고 늦게받았지만 배달도 늦게 오고 음식이 식기도 하고 맛도없고 서비스 하나없고 이런경우는 없어요 정중히 과오를 받아들인 대가에 비해 음식도 별루고 요즘같은 배달전쟁에서 서비스에 신경써야 될것 같습니다,1,1,2,1,2021년 7월 10일
290,19,버거킹-신림역점(24),yu**님,"몬스터Ⅱ팩2/1(음료변경(코카-콜라L),음료변경2(코카-콜라L))",하아 버거킹 실망이 큽니다 정말,1,1,1,1,4일 전
291,36,버거킹-신림역점(24),73**님,"몬스터X 세트/1(음료변경(코카-콜라R（변경 없음 ）),사이드변경(프렌치프라이L)),너겟킹4조각/1,너겟킹10조각/1",한시간 분 넘어서 온거 실화 장난하는것도 아니고,1,1,1,1,6일 전
292,70,버거킹-신림역점(24),dh**님,"직화소불고기버거 세트/1(음료변경(코카-콜라L),사이드변경(프렌치프라이（R）)),통새우X/1",배달이 늦어진거까진 이해하는데 감자튀김 눅눅해서 맛도 없고 콜라 김다 빠지고 얼음도 다 녹아서 다시 보내달라고 해서 분 동안 기다렸다가 먹었어요 다시 보내주실 때 콜라 개 보내주셨더라고요 감사하긴한데 음료가 늘었는데 빨대도 안 넣어주시고 불편했습니다 다음에 온 것도 김이 많이 빠졌더라고요 얼음도 많이 녹고 근데 그냥 먹었어요 버거킹 좋아하는데 이번에 싫어진거 같아요 아주 잘 먹었습니다,1,1,1,1,2021년 7월 11일
293,25,코리엔탈깻잎두마리치킨-낙성대점,ja**님,[블랙라벨]로제퀸치킨 두마리 세트＋라이스 치즈볼 8개/1(치킨선택1(후라이드)),치킨 주문 저녁 치킨 도착 어플 상으로는 분 걸린다고 알렷줫으나 분만에 도착 한시간 걸릴거 예상하고 사워 도중에 치킨 받으로 감 도착한 치킨은 남아있던 치킨인지 약간 전자렌지에 돌린 느낌 온기는 찾아볼수가 없음 배달원은 집은 층인데 층까지 내려오라고함 총점 별 도 아까움,1,1,1,1,2021년 7월 18일
294,58,코리엔탈깻잎두마리치킨-낙성대점,aj**님,"한마리 1가지맛 선택/1(치킨선택1(（추천）눈꽃스윗치즈)),생맥주 1000cc/2",아니 잘 먹다가 감튀에서 쓴맛이 나서 뱉어보니 썩은 감자를 튀겼네요 실망입니다 ,1,1,4,4,2021년 7월 11일
295,23,슈퍼피자-관악점,si**님,페퍼로니피자 M/1(도우 추가 선택(추가 안함)),분 늦었네요,1,1,1,1,4일 전
296,89,슈퍼피자-관악점,bu**님,"하프앤하프 피자 L/1(하프앤하프L 피자1(포테이토 피자),하프앤하프L 피자2(불고기 피자),도우 선택 （L）(리치골드크러스트))",아니 피자 위에 내용물이 죄다 빠지네요 화가나네요 배달은 엄청 빨리 오는데 내용물이 죄다 빠져서 숫가락으로 퍼먹고 있슴 이게 뭐야  이럴꺼면 메이커 시켜먹을껄,1,1,1,1,2021년 7월 11일
297,3,또래오래-봉천2호점,qu**님,"오곡 양념 치킨/1(부위선택 택 1(콤보（날개＋다리）),음료 택 1(콜라 500mL 변경))",리뷰이벤트한다고해놓고리뷰이벤트물품안주고치킨은잡내남여기배달한시간반걸렸네요완전눅눅재주문의사없습니다요청사항에도썻는데다식어서와써요살다살다이따위치킨은처음이네할인해줘서이렇게만든겁니까포장종이는기름에닭이싱싱하지않은것같습니다날개뼈에서냄새도나고다리뼈에선뭐,1,2,1,4,2021년 7월 16일
298,5,또래오래-봉천2호점,ha**님,"오곡 후라이드 치킨/1(부위선택 택 1(한마리)),오곡 양념 치킨/1(부위선택 택 1(한마리))",치킨에서숙성된맛이나는건뭐지요숙성된홍어를먹는듯한맛냉장숙성된건가요먹왠만하면이런말안하는데실망입니다저주문하고나서마감하시던데그래서그런건지양그냥개인적으로는그냥그럼배달시간분걸림따로요청하지도않앗고문앞에있다가벨누르자마자문열고음식받양념은너무달고닭다리살은안보이고쿠폰사용해서닭상태가않좋은건지,1,2,2,,2021년 7월 14일
299,25,또래오래-봉천2호점,sa**님,고추단짠치킨＋치즈볼/1(세트 부위선택 택 1(한마리)),떡먹는재미로먹는데 못보던청양고추가있고 왜이렇게 튀김스타일이나 모든게 다른건가요,1,1,3,5,2021년 5월 7일
300,82,또래오래-봉천2호점,rl**님,갈반핫반＋치즈볼/1(세트 옵션변경(순살（다리살）변경)),맛은 있으나 씹을때마다 항상 지방 덩어리나 안익은 튀김옷이 씹힘 물컹 미끌이 항상 있으니 참고 좀 먹다 버렸음 이렇게 대충 질안좋게 주는거 알았으면 할인해도 안먹었습니다 가격도 이 배달비도 더 싸고 항상 천원쿠폰 주니 요기요 큰할인 해도 결국 같은 가격인데 이런걸 먹네요,1,1,1,3,2021년 2월 21일
301,50,맘스터치-구로시장점,be**님,"싱글치킨세트/1(치킨선택(치파오치킨반마리),버거선택(간장마늘싸이버거)),딥치즈버거 단품/1,언빌리버블버거 단품/1,화이트갈릭버거 단품/1",요청사항을 전혀 안 보시거나 착각해 반대로 반영하신 듯합니다 맘스터치 버거 처음 드셔 보신 분께서 원래 이렇게 채소가 안 들어간 버거인 줄 알았다고 하시더군요 맘스터치는 푸짐함이 매력인데 아쉬웠습니다,2,1,1,5,2021년 5월 29일
302,21,미스터떡볶이&치킨-금천점,ze**님,"치떡 Set2 （후라이드 순살 or 뼈 한마리＋떡볶이＋음료 500mL）/1(떡볶이 선택(미스터 오뎅볶이),뼈 or 순살 선택(순살),치킨맛 선택(후라이드＋매운양념),음료 선택(콜라 500mL),튀김 추가 선택(김말이（3개）추가))",오늘은 왜이렇게 포장하셨나 먹기전에 기분나쁘게 하실려고 일부러 포장을 하셨나보네요참 맛도좋고 양도 많아서 자주 시켜먹는 곳인데 아쉽네요,2,5,5,1,2021년 3월 11일
303,6,용구비어-신림역점,ms**님,"쥐포튀김/1,감자스틱/1,어묵깡/1",다 좋은데 배달은 최악이에요 대행업체좀 바꾸시던지 배달시간을늘리시던지 매번 시간 못지키니 답답하네요 대행이 시간맞춰해줘야 장사가됩니다 매번 늦으면 먹고싶어도 꺼려요,2,5,4,2,2021년 3월 29일
304,4,1962옛날통닭-가산점,kd**님,세트（순살후라이드＋순살양념＋콜라1.25L）/1,비린내가 나고 양도 두마리 시켰는데 한마리 양 같아요,2,2,2,3,2021년 7월 11일
305,17,1962옛날통닭-가산점,vi**님,"세트（순살후라이드＋순살양념＋콜라1.25L）/1,오징어튀김 5개/1",말한것은 일부러 빼먹으셨는지 바쁜금요일이라그런건지 소금두개달라니까 다 씹으셨네,2,2,2,2,2021년 4월 16일
306,31,1962옛날통닭-가산점,se**님,"옛날통닭 9900원 한마리/1,콜라1.25L/1",아니 콜라를 돈내고 주문했는데 달랑 무하나 치킨 하마리만옴 전화해도 안받고 배고파서 그냥먹었지만 다음부터는 고민 될듯 환불 빨리 부탁합니다,2,2,2,2,2020년 11월 8일
307,45,1962옛날통닭-가산점,mj**님,옛날통닭 9900원 한마리/1,매콤하고 눅눅하고 별루네요,2,2,2,2,2020년 7월 18일
308,22,삼겹김치볶음컵밥도시락,lo**님,"세트（삼겹오리＋고기군만두 5개）/1(토핑 추가(계란후라이 2개 추가,삼겹 추가,목살 추가))",볶은밥도아니고 치킨너겟이 기름 떡칠되서눅눅하게오고별로에요,2,1,1,1,2020년 11월 5일
309,32,코리엔탈깻잎두마리치킨-독산점,et**님,"국민고추치킨 한마리/1(순살／뼈 선택（필수）(뼈（소떡 제외）),고추치킨선택1(국민고추치킨))",치킨맛은 그럭저럭 깻잎치킨이란게 깻잎뿌려먹는거임 깻잎양이 넘 적음 감자는 물을먹었나 스펀지 배달 겁나느림 그부분만 개선되면 다시 시킬의향있음,2,4,4,1,2021년 7월 17일
310,66,BBQ-가산디지털단지점,mu**님,스모크치킨/1,평균적인 체인점 맛 배달은 영별하나도 아깝다는,2,3,3,1,2021년 6월 25일
311,79,BBQ-가산디지털단지점,go**님,황금올리브핫윙/1,지금까지 먹어본 윙중에 제일 맛없음,2,1,3,4,2021년 6월 23일
312,20,꿀벌닭강정,du**님,"세트（큰박스＋작은박스）/1(큰박스 메뉴선택(큰박스. 후라이드강정),작은박스 메뉴선택(작은박스. 매운강정)),떡튀김10개/1",큰게 후라이드고 작은게 양념인데 반대로 잘못왓네요 그리고 매운닭강정으로 시켯는데 양념으로온거같은데 되게 맛이 약한거같네요매운맛은하나도 안나고 양념맛도희미하게납니다,2,1,5,1,2020년 3월 1일
313,86,지코바-독산1호점,gi**님,"순살양념（매운맛）/1,떡 추가/1",리뷰이벤트 신청햇는데 밥이안옴요 ,2,5,5,5,2021년 7월 14일
314,33,브라더탕수-금천구청점,sd**님,브라더탕수육/1(사이즈 선택(小)),예전에 그 맛이 안나고 고기에서 신맛이 나네요 더 신선한 재료로 준비하면 더 잘되실거에요 번창하세요,2,2,3,5,2020년 10월 10일
315,106,브라더탕수-금천구청점,aa**님,김치치즈탕수육/1(사이즈 선택(中)),배달은 빠르고 좋았습니다 이 가격에 이 정도 양은 너무적어요 사장님,2,2,1,4,2020년 3월 4일
316,101,치킨베이-신림점,be**님,"두마리 SET（치킨 中 택2＋콜라500mL＋치킨무＋떡사리）/1(뼈 or 순살 선택(뼈),치킨 선택 1(후라이드치킨（소금＋머스타드）),치킨 선택 2(양념치킨),사이드 추가선택(무 추가))",닭은 날짜임박된거 튀겼는지 냄새나고 떡에서 쉰내나서 반도못먹고 버렸네요,2,1,3,4,2021년 6월 10일
317,7,가마로강정-녹두사거리점,vo**님,"달콤강정 大/1(토핑 선택(땅콩 O),각무선택（최대1개）(각무 O))",순살 메뉴가 있어서 순살 표시가 없는건 뼈인가 했는데 ,2,1,5,5,3일 전
318,32,BHC-신림역점,pl**님,포테킹 후라이드/1,동일 메뉴를 다른곳에서 너무 맛있게 먹고 생각나서 주문했는데 음 같은 메뉴인데 왜 튀김 상태라라던지 맛이 다름,2,2,4,5,2021년 7월 19일
319,70,BHC-신림역점,tj**님,뿌링클/1,맛있고 좋습니다 조금 기름이떡져있어요 바쁜날말고평일에가맛있는거같아요,2,4,4,,2021년 6월 9일
320,56,피자는여기,sh**님,"반반피자 M/1(피자 선택(불고기피자,지그재그 스윗고구마),엣지,도우 선택(기본),음료 추가선택(없음))",머리카락이 두개나 피자에 붙어있어서 위생관리 부탁드립니다,2,3,3,5,6일 전
321,30,교촌치킨-가산디지털점,손님,교촌반반콤보/1,배송 기본 시간 참고하구 시키세요평일인데두 시간 기다림,2,2,4,1,2021년 7월 22일
322,46,교촌치킨-가산디지털점,so**님,"교촌윙/1,교촌레드윙/1",이렇게 늦게 배달 올거면 배달을 하지 마세요한두번도 아니고참,2,3,1,1,2021년 7월 16일
323,96,교촌치킨-가산디지털점,io**님,교촌반반순살[R]/1,양념부족 넘나 기름지고그러네요,2,2,4,4,2021년 7월 4일
324,16,하림두마리순살치킨,dl**님,간장반＋양념반/1(음료 선택(사이다 1.25L사이즈변경)),맛은 무난해요 배달겁나느리고 분걸린다는거 분걸렸네요 양은 생각보다 적음,2,3,2,1,2021년 6월 9일
325,27,하림두마리순살치킨,rk**님,후라이드치킨/1(음료 선택(콜라 1.25L사이즈변경)),너무하네 진짜봉투안은 축축하고 박스도 적어서 축축하고 치킨껒질은 물들은거는 눅눅하고 치킨껍질도 저렇고 진짜 개너무하네요 욕이 절로 나오네요,2,2,3,1,2020년 11월 20일
326,30,하림두마리순살치킨,손님,매운양념치킨/1(음료 선택(콜라 500mL)),맞은 괜찬은데 너무 늦게와요,2,4,3,1,2020년 9월 13일
327,53,하림두마리순살치킨,손님,순살간장＋순살양념/1(음료 선택(콜라 1.25L사이즈변경)),새벽에 시켜서 배달은 빨랐는데 양념치킨의 맛이 고추장에 케챱 탄 맛이더라구요 간장은 그냥 그랬는데 그래서 좀 먹다가 방치했어요 아마 냉장고에서 일동안 존버할 녀석이에요,2,1,4,4,2019년 12월 30일
328,78,하림두마리순살치킨,do**님,간장반＋양념반/1(음료 선택(콜라 500mL)),튀김이 너무 딱딱하고 포장도 별로였음,2,2,1,1,2019년 4월 20일
329,30,원조하림두마리순살치킨,su**님,순살양념치킨/1(음료 선택(콜라 500mL)),잘 모르겠어요 정말 배고플때 아니면 잘 안먹을거같운 누낌이고 닭비린내도 좀 나네요 다음엔 더 맛있었으면 좋겠습니다,2,2,2,3,2020년 3월 16일
330,45,원조하림두마리순살치킨,qa**님,순살후라이드반＋순살양념반/1(음료 선택(사이다 500mL)),수요일 시반쯤시켜서 시분에 왔습니다 그리고 친절히 던져주시네요 위생 상태가 의심대고 전 받자마자 버리고 라면 먹었습니다,2,1,1,1,2019년 8월 14일
331,71,원조하림두마리순살치킨,손님,순살간장＋순살양념/1(음료 선택(콜라 500mL)),예전에는 안그랬는데 너무딱딱하고 질긴 느낌이있었어요 초심이 없어진듯해요,2,1,2,4,2019년 3월 1일
332,78,원조하림두마리순살치킨,cj**님,후라이드＋간장/1(음료 선택(콜라 500mL)),두두두 두마리 두두두 세마리 배치기 한마리,2,1,2,2,2019년 2월 7일
333,94,원조하림두마리순살치킨,sc**님,후라이드＋간장/1(음료 선택(콜라 1.25L)),후라이드 간장 개씩 시켰는데 밑간을 안하신건지 둘다 굉장히 싱거웠습니다 배달은 분정도 걸렸고 배달예상시간과 비슷양은 보통입니다 건강한 치킨맛입니다,2,1,3,4,2018년 12월 15일
334,95,원조하림두마리순살치킨,xx**님,양념＋간장/1(음료 선택(콜라 500mL)),가격저렴하고 양도많은데 맛은 별로다,2,2,3,4,2018년 12월 12일
335,107,원조하림두마리순살치킨,손님,"후라이드＋양념/1(음료 선택(콜라 500mL)),콜라1.25L/1",진짜 이게 최선입니까,2,1,5,1,2018년 10월 9일
336,32,롯데리아-구로IT점,uy**님,"데리버거/1(햄버거 토핑 추가(L치즈 토핑)),원조빅불세트/1(디저트 변경(선택 포테이토（L）),드링크 변경(선택 사이다（R）))",치즈토핑은 어디갔을까요 다른집으로 오배송된건 넘어가도 주문누락은 기분 불쾌하네요,2,4,3,5,2021년 7월 24일
337,93,롯데리아-구로IT점,hu**님,"치즈No.5버거/1,T-REX버거/1,데리버거/2,핫크리스피버거세트/1(디저트 변경(세트 포테이토),드링크 변경(세트 콜라（R）))",배달이 너무느림 기다리고있는데,2,1,1,1,2021년 7월 12일
338,9,하림두마리순살파닭,to**님,순살후라이드＋순살양념/1(음료 선택(콜라 500mL)),잘 먹었습니다 주문이 많으신지 배달이 조금 늦으시네요,2,3,4,2,2021년 7월 3일
339,29,하림두마리순살파닭,손님,"순살 후라이드치킨/1(음료 선택(콜라 500mL)),계란찜/1",음달리 할말이 그냥저냥 한,2,2,2,4,2020년 5월 14일
